id,name,categorygroupid
4170,"E commerce agency",1
4171,"Outdoor activity organiser",1
4172,"Travel services",1
4173,"Visa consulting service",1
4174,"Self-catering accommodation",1
4175,"Tool exporter",1
4176,"Electrical products wholesaler",1
4177,"Spice exporter",1
4178,"Pipe manufacturer",1
4179,"Pipes wholesaler",1
4180,"Plastic products wholesaler",1
4181,"Non vegetarian restaurant",1
4182,"Chemical industry",1
4183,"Religious statue manufacturer",1
4184,"Flavours fragrances and aroma supplier",1
4185,"Lighting products wholesaler",1
4186,Mover,1
4187,"Knife manufacturer",1
4188,"Sportwear manufacturer",1
4189,"Spice wholesaler",1
4190,"Adhesives and glue supplier",1
4191,"Protected area",1
4192,"Computer rental agency",1
4193,"Designer clothing store",1
4194,"Electric bicycle store",1
4195,"Disposable items shop",1
4196,"Mineral supplier",1
4197,"Electric generator shop",1
4198,"Casual clothing store",1
4199,Office,1
4200,"Property investment company",1
4201,"School administration office",1
4202,"Real estate",1
4203,"Information and referral services",1
4204,Tourism,1
4205,"Car rental",1
4206,"Taxicab Stand",1
4207,"Cottage village",1
4208,"Public transportation system",1
4209,"Groundwater development company",1
4210,Education,1
4211,Attorney,1
4212,"Advertising service",1
4213,"Martial arts",1
4214,"Women's organization",1
4215,"Teachers college",1
4216,"Polytechnic institute",1
4217,Police,1
4218,"Vehicle inspection service",1
4219,Electronics,1
4220,"Trading firm",1
4221,"Women's health clinic",1
4222,Instruction,1
4223,Internet,1
4224,"Public beach",1
4225,"Emergency services",1
4226,"Plastic supplier",1
4227,Ruin,1
4228,"Children's home",1
4229,Art,1
4230,"Artistic handicrafts",1
4231,"Association / Organization",1
4232,"Mens tailor",1
4233,"Tata Motors dealer",1
4234,"Online share trading center",1
4235,"Magistrates' court",1
4236,"Electronic engineering service",1
4237,"Chemical engineering service",1
4238,Payphone,1
4239,"Electrical and electronics stores",1
4240,"Branding agency",1
4241,"Airport parking lot",1
4242,"Boys' high school",1
4243,"Girls' high school",1
4244,"State board school",1
4245,"Training provider",1
4246,Baseball,1
4247,"Office services",1
4248,E-commerce,1
4249,"Care services",1
4250,"Boys' hostel",1
4251,"Sports association",1
4252,"Children's amusement center",1
4253,Builder,1
4254,Catering,1
4255,"Transit station",1
4256,"Transport interchange",1
4257,"Public call office booth",1
4258,"Off roading area",1
4259,"Vista point",1
4260,"Indoor lodging",1
4261,Elevated,1
4262,Apartments,1
4263,Island,1
4264,"Homeowners' association",1
4265,"Biking trail",1
4266,"Translation service",1
4267,"Banking and finance",1
4268,"Service establishment",1
4269,Cars,1
4270,"Solar panel maintenance service",1
4271,"Professional services",1
4272,"Home staging service",1
4273,"Arborist service",1
4274,"Interior decoration",1
4275,"Children's museum",1
4276,"Copywriting service",1
4277,"Professional association",1
4278,"Alumni association",1
4279,Marketing,1
4280,"Information and technology services",1
4281,"Faculty of media and information science",1
4282,"Digital media",1
4283,Cooperative,1
4284,"Training consultant",1
4285,"Working women's hostel",1
4286,Government,1
4287,"Payment terminal",1
4288,"Banking entrance coaching centre",1
4289,"Courier & shipping services",1
4290,"District court",1
4291,"Traffic police station",1
4292,"Workers' club",1
4293,"Sheriff's department",1
4294,"Public defender's office",1
4295,"Agricultural loan agency",1
4296,Showroom,1
4297,"Import car dealer",1
4298,Photography,1
4299,Construction,1
4300,Seaport,1
4301,Industry,1
4302,Entertainment,1
4303,"Childrens theater",1
4304,"Environmental program",1
4305,"Dryer vent cleaning service",1
4306,"Cleaning service",1
4307,Rental,1
4308,Storage,1
4309,"Cost accounting service",1
4310,"Special educator",1
4311,"Wood working class",1
4312,"Children's party service",1
4313,"Confectionery store",1
4314,"Tubewell contractor",1
4315,"Electric motorcycle dealer",1
4316,"Seolleongtang restaurant",1
4317,"Electric motor scooter dealer",1
4318,"Police officers' housing",1
4319,"Parasailing ride operator",1
4320,"Beach pavillion",1
4321,"Trading company",1
4322,Metalwork,1
4323,Beach,1
4324,"Rescue squad",1
4325,"Children's camp",1
4326,"Junk removal service",1
4327,"Driver's license office",1
4328,"City clerk's office",1
4329,"Natural feature",1
4330,"Food and drink",1
4331,"Farming and cattle raising",1
4332,"Rehearsal studio",1
4333,"Smoke shop",1
4334,"Crypto ATM",1
4335,"Transit stop",1
4336,"Federal courthouse",1
4337,"Juvenile court",1
4338,"Jehovah's Witness Kingdom Hall",1
4339,"Personal chef service",1
4340,"Truck driving school",1
4341,"Mountain peak",1
4342,Logistics,1
4343,Aviation,1
4344,Plaza,1
4345,"Drone service",1
4346,"Children's club",1
4347,Landmark,1
4348,"Hiking guide",1
4349,"Group accommodation",1
4350,"Webcam location",1
4351,"Dog care",1
4352,"Children's hospital",1
4353,"Battle site",1
4354,Telecommunications,1
4355,Services,1
4356,Insurance,1
4357,"Labour department",1
4358,"Steelwork design service",1
4359,"Waste transfer station",1
4360,"Boat cleaning service",1
4361,"Renter's insurance agency",1
4362,"Nuclear engineering service",1
4363,"Information centers",1
4364,Fair,1
4365,"Petrochemical engineering service",1
4366,"Food service",1
4367,Media,1
4368,"Children's furniture store",1
4369,"Nanotechnology engineering service",1
4370,Beverages,1
4371,Monument,1
4372,"Gutter service",1
4373,"Public services",1
4374,"Gas and automotive",1
4375,"Pizza Takeout",1
4376,"Supreme court",1
4377,"Building lots sales agency",1
4378,"Municipal hall",1
4379,"Glass engraving service",1
4380,"Transportation infrastructure",1
4381,Printing,1
4382,Port,1
4383,"Ferry terminal",1
4384,"Scaffolding service",1
4385,"Food store",1
4386,"Domestic services",1
4387,"Sports activity location",1
4388,"Fishing lake",1
4389,"Faculty of geography and history",1
4390,Eatery,1
4391,Institute,1
4392,Heating,1
4393,Recycling,1
4394,Repairs,1
4395,"Garden machinery supplier",1
4396,Pumps,1
4397,"Apparel company",1
4398,Welding,1
4399,"Offset printing service",1
4400,"Public utility",1
4401,"Energy efficiency company",1
4402,Agriculture,1
4403,"Public utility company",1
4404,"School for the visually impaired",1
4405,"Vending machine",1
4406,"Clock and watch maker",1
4407,"Match box manufacturer",1
4408,"Aluminium products manufacturer",1
4409,"Office supply",1
4410,Advertising,1
4411,"Model builder",1
4412,Textiles,1
4413,"Sunblind supplier",1
4414,Metalworking,1
4415,"Fire extinguisher",1
4416,"Children's store",1
4417,"Grow shop",1
4418,Animals,1
4419,Food,1
4420,"Movie rental",1
4421,"Women's protection service",1
4422,"Bahá'í house of worship",1
4423,"Women's shelter",1
4424,"Human resources",1
4425,"War memorial",1
4426,"Fishing area",1
4427,"Forestry office",1
4428,Massage,1
4429,"Public transport",1
4430,"Electric motor vehicle dealer",1
4431,Travel,1
4432,Beauty,1
4433,Pedorthist,1
4434,Botanica,1
4435,"Lactation service",1
4436,"Test preparation center",1
4437,"Inclined railway station",1
4438,"Military airport",1
4439,Recreation,1
4440,"Non smoking holiday home",1
4441,Homes,1
4442,"Crisis center",1
4443,"Assembly hall",1
4444,Trucking,1
4445,Hall,1
4446,"Horse riding",1
4447,Therapists,1
